05.03.2018 11:45:31
generations: 500, p_crossover: 0,7, p_mutation: 0,01, t_size: 8, pop_size: 200
106, 1660, 1667, 1842
107, 1660, 1669, 1912
108, 1660, 1671, 1888
109, 1660, 1665, 1832
110, 1660, 1669, 1888
111, 1660, 1665, 1818
112, 1660, 1667, 1868
113, 1660, 1665, 1786
114, 1660, 1667, 1810
115, 1660, 1668, 1854
116, 1660, 1667, 1832
117, 1660, 1666, 1824
118, 1660, 1665, 1792
119, 1660, 1665, 1800
120, 1660, 1666, 1888
121, 1660, 1670, 1836
122, 1660, 1666, 1836
123, 1660, 1666, 1806
124, 1660, 1669, 1826
125, 1660, 1667, 1888
126, 1660, 1665, 1818
127, 1660, 1667, 1832
128, 1660, 1665, 1780
129, 1660, 1666, 1836
130, 1660, 1664, 1842
131, 1660, 1667, 1832
132, 1660, 1666, 1888
133, 1660, 1667, 1888
134, 1660, 1667, 1888
135, 1660, 1664, 1824
136, 1660, 1668, 1832
137, 1660, 1667, 1888
138, 1660, 1667, 1832
139, 1660, 1666, 1842
140, 1660, 1666, 1888
141, 1660, 1665, 1842
142, 1660, 1667, 1832
143, 1660, 1666, 1842
144, 1660, 1667, 1800
145, 1660, 1669, 1888
146, 1660, 1669, 1842
147, 1660, 1668, 1864
148, 1660, 1665, 1824
149, 1660, 1668, 1884
150, 1660, 1666, 1840
151, 1660, 1672, 1888
152, 1660, 1666, 1888
153, 1660, 1668, 1842
154, 1660, 1662, 1832
155, 1660, 1668, 1888
156, 1660, 1669, 1894
157, 1660, 1665, 1818
158, 1660, 1664, 1810
159, 1660, 1662, 1788
160, 1660, 1668, 1888
161, 1660, 1665, 1832
162, 1660, 1666, 1836
163, 1660, 1666, 1836
164, 1660, 1670, 1888
165, 1660, 1671, 1888
166, 1660, 1663, 1800
167, 1660, 1664, 1836
168, 1660, 1665, 1828
169, 1660, 1667, 1810
170, 1660, 1666, 1872
171, 1660, 1671, 1872
172, 1660, 1668, 1888
173, 1660, 1665, 1792
174, 1660, 1669, 1888
175, 1660, 1665, 1816
176, 1660, 1664, 1842
177, 1660, 1665, 1872
178, 1660, 1665, 1888
179, 1660, 1666, 1872
180, 1660, 1671, 1888
181, 1660, 1663, 1736
182, 1660, 1664, 1792
183, 1660, 1668, 1792
184, 1660, 1666, 1848
185, 1660, 1665, 1872
186, 1660, 1665, 1830
187, 1660, 1667, 1790
188, 1660, 1665, 1832
189, 1660, 1668, 1836
190, 1660, 1671, 1872
191, 1660, 1665, 1872
192, 1660, 1662, 1792
193, 1660, 1668, 1892
194, 1660, 1666, 1818
195, 1660, 1669, 1826
196, 1660, 1667, 1826
197, 1660, 1664, 1826
198, 1660, 1665, 1872
199, 1660, 1665, 1820
200, 1660, 1668, 1832
201, 1660, 1663, 1788
202, 1660, 1667, 1816
203, 1660, 1668, 1836
204, 1660, 1662, 1782
205, 1660, 1669, 1872
206, 1660, 1671, 1872
207, 1660, 1666, 1816
208, 1660, 1665, 1806
209, 1660, 1666, 1872
210, 1660, 1663, 1836
211, 1660, 1670, 1862
212, 1660, 1665, 1806
213, 1660, 1666, 1836
214, 1660, 1667, 1872
215, 1660, 1665, 1820
216, 1660, 1668, 1888
217, 1660, 1668, 1836
218, 1660, 1666, 1802
219, 1660, 1672, 1868
220, 1660, 1667, 1826
221, 1660, 1668, 1818
222, 1660, 1669, 1888
223, 1660, 1666, 1888
224, 1660, 1669, 1836
225, 1660, 1667, 1872
226, 1660, 1668, 1888
227, 1660, 1669, 1872
228, 1660, 1668, 1832
229, 1660, 1665, 1836
230, 1660, 1664, 1820
231, 1660, 1668, 1872
232, 1660, 1666, 1836
233, 1660, 1666, 1820
234, 1660, 1665, 1814
235, 1660, 1669, 1836
236, 1660, 1668, 1798
237, 1660, 1667, 1836
238, 1660, 1670, 1836
239, 1660, 1673, 1872
240, 1660, 1664, 1842
241, 1660, 1668, 1848
242, 1660, 1669, 1820
243, 1660, 1667, 1826
244, 1660, 1666, 1836
245, 1660, 1664, 1806
246, 1660, 1674, 1872
247, 1660, 1667, 1850
248, 1660, 1667, 1798
249, 1660, 1664, 1772
250, 1660, 1664, 1820
251, 1660, 1666, 1836
252, 1660, 1665, 1816
253, 1660, 1665, 1836
254, 1660, 1670, 1872
255, 1660, 1666, 1820
256, 1660, 1667, 1826
257, 1660, 1665, 1858
258, 1660, 1663, 1782
259, 1660, 1669, 1872
260, 1660, 1669, 1872
261, 1660, 1666, 1836
262, 1660, 1666, 1804
263, 1660, 1666, 1820
264, 1660, 1669, 1872
265, 1660, 1667, 1872
266, 1660, 1665, 1798
267, 1660, 1667, 1826
268, 1660, 1667, 1826
269, 1660, 1667, 1818
270, 1660, 1667, 1836
271, 1660, 1663, 1732
272, 1660, 1668, 1872
273, 1660, 1664, 1836
274, 1660, 1665, 1856
275, 1660, 1669, 1872
276, 1660, 1667, 1842
277, 1660, 1668, 1826
278, 1660, 1667, 1816
279, 1660, 1665, 1872
280, 1660, 1668, 1836
281, 1660, 1664, 1788
282, 1660, 1666, 1840
283, 1660, 1670, 1836
284, 1660, 1664, 1792
285, 1660, 1673, 1836
286, 1660, 1668, 1826
287, 1660, 1664, 1872
288, 1660, 1665, 1828
289, 1660, 1668, 1840
290, 1660, 1670, 1880
291, 1660, 1667, 1818
292, 1660, 1665, 1820
293, 1660, 1666, 1820
294, 1660, 1668, 1840
295, 1660, 1668, 1824
296, 1660, 1667, 1872
297, 1660, 1670, 1888
298, 1660, 1668, 1832
299, 1660, 1665, 1806
300, 1660, 1667, 1836
301, 1660, 1669, 1820
302, 1660, 1668, 1880
303, 1660, 1665, 1780
304, 1660, 1665, 1816
305, 1660, 1667, 1872
306, 1660, 1669, 1872
307, 1660, 1665, 1836
308, 1660, 1664, 1816
309, 1660, 1667, 1842
310, 1660, 1667, 1816
311, 1660, 1663, 1746
312, 1660, 1664, 1872
313, 1660, 1668, 1842
314, 1660, 1667, 1868
315, 1660, 1666, 1872
316, 1660, 1667, 1836
317, 1660, 1666, 1818
318, 1660, 1667, 1836
319, 1660, 1667, 1816
320, 1660, 1668, 1832
321, 1660, 1664, 1836
322, 1660, 1665, 1826
323, 1660, 1665, 1816
324, 1660, 1667, 1872
325, 1660, 1666, 1820
326, 1660, 1667, 1872
327, 1660, 1670, 1888
328, 1660, 1666, 1826
329, 1660, 1666, 1826
330, 1660, 1667, 1816
331, 1660, 1666, 1806
332, 1660, 1669, 1826
333, 1660, 1666, 1872
334, 1660, 1670, 1830
335, 1660, 1663, 1758
336, 1660, 1664, 1782
337, 1660, 1667, 1816
338, 1660, 1664, 1836
339, 1660, 1669, 1826
340, 1660, 1666, 1836
341, 1660, 1668, 1854
342, 1660, 1664, 1792
343, 1660, 1666, 1872
344, 1660, 1666, 1836
345, 1660, 1667, 1806
346, 1660, 1665, 1828
347, 1660, 1667, 1788
348, 1660, 1666, 1798
349, 1660, 1667, 1872
350, 1660, 1664, 1820
351, 1660, 1666, 1832
352, 1660, 1666, 1826
353, 1660, 1664, 1802
354, 1660, 1667, 1806
355, 1660, 1669, 1840
356, 1660, 1666, 1872
357, 1660, 1666, 1842
358, 1656, 1667, 1826
359, 1656, 1668, 1822
360, 1656, 1662, 1806
361, 1656, 1664, 1868
362, 1656, 1662, 1806
363, 1656, 1665, 1826
364, 1656, 1663, 1868
365, 1656, 1665, 1880
366, 1656, 1666, 1868
367, 1656, 1665, 1868
368, 1656, 1660, 1826
369, 1656, 1662, 1868
370, 1656, 1664, 1836
371, 1656, 1666, 1826
372, 1656, 1664, 
