05.03.2018 11:45:31
generations: 500, p_crossover: 0,7, p_mutation: 0,01, t_size: 8, pop_size: 200
0, 1782, 1890, 2026
1, 1752, 1835, 1972
2, 1690, 1802, 1950
3, 1688, 1783, 1926
4, 1688, 1766, 1876
5, 1688, 1741, 1904
6, 1686, 1715, 1874
7, 1680, 1696, 1886
8, 1680, 1693, 1870
9, 1668, 1691, 1852
10, 1668, 1684, 1846
11, 1668, 1680, 1842
12, 1660, 1677, 1840
13, 1660, 1676, 1838
14, 1660, 1672, 1862
15, 1660, 1664, 1818
16, 1660, 1667, 1874
17, 1660, 1670, 1888
18, 1660, 1663, 1818
19, 1660, 1664, 1832
20, 1660, 1669, 1820
21, 1660, 1667, 1818
22, 1660, 1666, 1818
23, 1660, 1667, 1818
24, 1660, 1664, 1824
25, 1660, 1669, 1832
26, 1660, 1666, 1832
27, 1660, 1669, 1884
28, 1660, 1667, 1832
29, 1660, 1666, 1888
30, 1660, 1668, 1832
31, 1660, 1667, 1800
32, 1660, 1666, 1800
33, 1660, 1667, 1788
34, 1660, 1666, 1854
35, 1660, 1668, 1832
36, 1660, 1664, 1824
37, 1660, 1667, 1824
38, 1660, 1664, 1824
39, 1660, 1664, 1888
40, 1660, 1669, 1914
41, 1660, 1666, 1888
42, 1660, 1670, 1832
43, 1660, 1670, 1842
44, 1660, 1670, 1842
45, 1660, 1663, 1842
46, 1660, 1668, 1846
47, 1660, 1665, 1786
48, 1660, 1668, 1842
49, 1660, 1666, 1888
50, 1660, 1664, 1784
51, 1660, 1667, 1842
52, 1660, 1662, 1784
53, 1660, 1667, 1888
54, 1660, 1666, 1832
55, 1660, 1666, 1842
56, 1660, 1661, 1724
57, 1660, 1671, 1888
58, 1660, 1666, 1840
59, 1660, 1665, 1842
60, 1660, 1667, 1842
61, 1660, 1663, 1818
62, 1660, 1665, 1810
63, 1660, 1665, 1832
64, 1660, 1663, 1832
65, 1660, 1671, 1832
66, 1660, 1666, 1792
67, 1660, 1665, 1818
68, 1660, 1666, 1842
69, 1660, 1666, 1842
70, 1660, 1664, 1842
71, 1660, 1669, 1842
72, 1660, 1668, 1842
73, 1660, 1667, 1888
74, 1660, 1664, 1800
75, 1660, 1665, 1888
76, 1660, 1666, 1824
77, 1660, 1664, 1824
78, 1660, 1665, 1832
79, 1660, 1665, 1762
80, 1660, 1664, 1780
81, 1660, 1669, 1888
82, 1660, 1664, 1792
83, 1660, 1669, 1842
84, 1660, 1665, 1832
85, 1660, 1667, 1800
86, 1660, 1666, 1810
87, 1660, 1668, 1832
88, 1660, 1665, 1832
89, 1660, 1666, 1800
90, 1660, 1667, 1832
91, 1660, 1663, 1860
92, 1660, 1666, 1832
93, 1660, 1666, 1888
94, 1660, 1667, 1842
95, 1660, 1665, 1832
96, 1660, 1665, 1824
97, 1660, 1666, 1888
98, 1660, 1664, 1784
99, 1660, 1664, 1818
100, 1660, 1668, 1818
101, 1660, 1664, 1900
102, 1660, 1667, 1888
103, 1660, 1666, 1832
104, 1660, 1667, 1888
105, 1660, 1668, 1972
